company_name,job_title,location,state,est_salary,min_salary,max_salary,python,spark,excel,aws,rating,sector,industry,job_age,job_description
General Atomics and Affiliated Companies,Data Scientist,"Boulder, CO",CO,80000-127000,80000.0,127000.0,0,0,0,0,3.6,Aerospace & Defense,Aerospace & Defense,24h,"General Atomics Electromagnetic Systems (GA-EMS) designs and manufactures first-of-a-kind electromagnetic and electric power generation systems. GA-EMS' expanding portfolio of specialized products and integrated system solutions support critical fleet, space systems and satellites, missile defense, power and energy, and process and monitoring applications for defense, industrial, and commercial customers worldwide.

GA-EMS in Boulder, Colorado has an opening for a Data Scientist with Radar imaging experience, to contribute to a classified, high-profile program, developing tools for government users. These tools will be used to provide real-time situational awareness and expose advanced analytics to end-users.

DUTIES AND RESPONSIBILITIES:
Work with users to develop concepts for improved SAR computer vision models.
Work directly with data sets of interest to explore different representations and model training techniques to enhance SAR computer vision capabilities.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.

Each job has a salary range which identifies the minimum, midpoint (market) and maximum base pay for the job. Pay rates are established based on the individual's knowledge, skill, experience and education/training needed to perform the job."
Genentech,"AI Scientist / Sr. AI Scientist, (Artificial Intelligence/Machine Learning)","San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,11d,"THE POSITION
We are building the Artificial Intelligence and Machine Learning Department in Genentech Research and Early Development (gRED). The successful candidate will develop and apply novel machine learning methods to impact biological discovery with the ultimate goal of impacting drug discovery and human health.
The Role
You will join the growing department of AI/ML within Research Biology. Your peers will be machine learning and computational scientists working across different areas of the life sciences.
You will closely collaborate with chemists, biologists and computational scientists across departments in gRED.
You will develop machine learning methods for the analysis of graph and sequence data."
Blizzard Entertainment,"Jr. Software Engineer, Gameplay AI","Irvine, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,3.6,Media & Communication,Video Game Publishing,1d,"Team Name:
Overwatch
Job Title:
Jr. Software Engineer, Gameplay AI
Requisition ID:
R015080
Job Description:"
Ford Motor Company,Data Scientist- Remote,"Dearborn, MI",MI,80000-127000,80000.0,127000.0,0,0,1,0,4.1,Manufacturing,Transportation Equipment Manufacturing,10d,"Dearborn
Ford Motor Company
Ford Pro - Tech
Job Description & Qualifications
At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Ford Pro is a new global business within Ford committed to commercial customer efficiency. Ford Pro delivers a work-ready suite of vehicles, accessories, and services for virtually every vocation, backed by technology, and engineered for uptime. A true one-stop shop, offering a full portfolio of electrified and internal combustion vehicles crafted to integrate seamlessly with the Ford Pro ecosystem, helping customers' businesses thrive today and into the new era of electrification.
We are seeking expert Data Scientists to add to our team to drive the next generation of Commercial Business. Data Scientists work in a Product Management Delivery model working end-to-end with business managers, product owners, product designers, data engineers, software developers to deliver next-gen analytics innovation.

As a Data Scientist, you will formulate approaches to solve problems using well-defined algorithms and data sources. You will incorporate an understanding of product functionality and customer perspective to provide context for those problems. You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the data. Successful Data Scientists will interpret the results of their analysis, validate their approach, and learn to supervise, analyze, and iterate to continuously improve. You will engage with peer customers to produce clear, compelling, practical output that influence product and service improvements. The form of these processes will vary within Smart Mobility based on the customer area, the type of technology in use, and the complexity of product integration.




As part of the Ford family, you’ll enjoy excellent compensation and a comprehensive benefits package that includes generous PTO, retirement, savings and stock investment plans, incentive compensation and much more. You’ll also experience exciting opportunities for professional and personal growth and recognition.
If you have what it takes to help us redefine the future of mobility, we’d love to have you join us.
Candidates for positions with Ford Motor Company must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire.

Visa sponsorship is available for this position.
We are an Equal Opportunity Employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.
At Ford, the health and safety of our employees is our top priority. Vaccination has been proven to play a critical role in combating COVID-19. As a result, Ford has made the decision to require U.S. salaried employees to be fully vaccinated against COVID-19, unless employees require an accommodation for religious or medical reasons. Being fully vaccinated means that an individual is at least two weeks past their final dose of an authorized COVID-19 vaccine regimen. As a condition of employment, newly hired employees will be required to provide proof of their COVID-19 vaccination or an approved medical or religious exemption."
MARS,Data Scientist,"Chicago, IL",IL,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Manufacturing,Food & Beverage Manufacturing,1d,"Data Scientist, Supply Chain Analytics
Location: Chicago, IL or Newark, NJ
The Data Scientist role is responsible for evangelizing the adoption of data driven decisions across Mars by leading the development of advanced analytical tools that utilize the vast amounts of data available to the company. These tools will be rooted in a strong statistical foundation and leverage cutting-edge machine learning concepts to provide actionable insights for solving business problems or finding opportunities for profitable growth.
You will be required to have proficient knowledge and strong experience in the interconnected disciplines of Applied Data Science, Optimization, AI/ML, and Operations Research. You are a strong engineer with deep expertise in cutting-edge technologies, robust design, development, coding, and testing of high-standard and scalable solutions."
Spotify,"Machine Learning Engineer, Personalization","New York, NY",NY,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Information Technology,Internet & Web Services,1d,"Engineering
Machine Learning
The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Daily Mix to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.
Location
New York"
First Republic Bank,Data Scientist,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Financial Services,Banking & Lending,6d,"Description
**Visa sponsorship not available for this role

At First Republic, we care about our people. Founded in 1985, we offer extraordinary client service in private banking, private business banking and private wealth management. We believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You'll always feel empowered and valued here.

Incredible teams doing exceptional work, every day
In Data & Client Insights, we are responsible for delivering accurate data reporting to help promote data fluency, improve client service, and inform business decisions across the enterprise. We aim to maximize the value of the Bank's data to capitalize on competitive opportunities in increasingly sophisticated ways."
Visa,Data Scientist,"Highlands Ranch, CO",CO,80000-127000,80000.0,127000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,3d,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
"Twitch Interactive, Inc.",Data Scientist - Analytics,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,1,0,0,0,3.8,Information Technology,Internet & Web Services,3d,"You Have: • Bachelor's degree in a mathematic, scientific or information technology field of study; Master's degree preferable • 4+ years of experience as a data scientist or data analyst in a high-velocity environment • Expert fluency in SQL-based data manipulation • Experience using scripting languages such as R or Python for data analysis • Experience building aggregates and optimizing data workstreams • High level of comfort creating dashboards in Tableau or comparable software • Impact-oriented, customer-centric approach to data analysis
Job summary
About Us:

Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It's where millions of people come together to chat, interact, and make their own entertainment.
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on Linkedin, Twitter and on our Blog.

About the Role:

Data is central to Twitch's decision-making process, and data scientists are a critical component to evangelize data-driven decision making in all of our operations. As a data scientist at Twitch, you will be on the ground floor with your team, shaping the way performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for your team.

The Creator Data Science & Analytics team is looking for a Data Scientist to support the Content Strategy team. For this role, we're looking for an experienced data scientist to collaborate and support the strategy team in shaping, evaluating, and developing new opportunities for our creators. Reporting to the Manager of Creator Data Science & Analytics, you will be responsible to define and track KPIs, support strategic initiatives, implement data instrumentation, and perform data analysis. In this role, you'll partner with strategy, business/GTM, and finance stakeholders, in bringing business opportunities from idea to launch. Our ideal candidate is a ""full-stack"" data powerhouse who uses data to drive decision making to ensure the best experiences for our creators and their communities.

You Will:"
Allscripts,Jr Data Scientist - Remote,"Houston, TX",TX,80000-127000,80000.0,127000.0,0,0,0,0,3.9,Information Technology,Computer Hardware Development,8d,"Welcome to Allscripts! Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and borders. With the largest community of clients in healthcare, Allscripts is able to deliver an integrated platform of clinical, financial, connectivity and information solutions to facilitate enhanced collaboration and exchange of critical patient information.
Job Summary
Veradigm Life Sciences Analytics is looking for an experienced Data Scientist to execute analyses using real-world data (RWD) sources. The Data Scientist is expected to be able to work independently on analyses, but also collaborate with other data scientists, researchers, and clients. The candidate is expected to have strong experience in hands-on data analysis of healthcare databases, including EHR and claims data sources. The Veradigm Life Sciences team partners with life sciences companies to design and execute RWD studies across numerous disease areas. While the core function of this role is to execute analyses (hands-on programming), the candidate may also contribute to protocol/analysis plan development, client interaction, and publications."
Facebook App,Data Scientist,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.3,Information Technology,Internet & Web Services,2d,"Want to apply your passion for data to help small businesses thrive? Join the Small Business Group (SBG) at Meta! You will directly contribute to our mission of helping small businesses connect with their customers and grow through solutions like pages, advertising, and offers. Together, we succeed when small businesses succeed.Our team collects and analyzes survey and behavioral datasets to understand new challenges, solve problems, and shape decisions. Our research covers a wide range of topics: understanding customer profiles, assessing their needs, pain points and overall experience, providing recommendations for product strategy, marketing and sales teams, evaluating the economic and social impact, improving survey science and causal measurement methods, and brand sentiment. To tackle these topics, our interdisciplinary team have expertise in statistical inference, survey methodology, causal inference and econometrics, regression modeling, exploratory data analysis, and psychometrics, among other areas. If you are a quantitative social scientist with experience answering complex research questions, consider joining us in our mission. In this role, you’ll own all aspects of the research process, including navigating trade-offs when designing projects, proposing appropriate methodologies, analyzing data, and communicating results to diverse audiences to drive impactful decisions. You will have the opportunity to learn new methodologies and how to glean insights from big data.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Vacasa,Jr. Data Scientist,"Boise, ID",ID,80000-127000,80000.0,127000.0,0,0,0,0,3.5,Real Estate,Real Estate,24h,"Why Vacasa
We started with just one home and an idea: to bring homeowners and renters together with smart technology and caring local teams. Today, we're the largest full-service vacation rental company in North America thanks to the people who give us their best every day. You'll fit right in here if you're curious, entrepreneurial, and thrive in a rapid-growth environment.
Why Product at Vacasa
Our motto is to move fast and dream big. Vacasa is well-resourced and we're going places. Our culture is laid-back but our turnarounds are tight, so we switch gears quickly. You'll innovate and iterate, and your work will make an impact.
What we're looking for"
Roche,Data Scientist - (Remote),"Indianapolis, IN",IN,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,16d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
Adobe,Machine Learning Engineer,"Waltham, MA",MA,80000-127000,80000.0,127000.0,0,0,0,0,4.4,Information Technology,Computer Hardware Development,3d,"locations
Waltham
San Jose
time type
Full time
posted on
Posted 4 Days Ago
job requisition id
R125588
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!"
Visa,Senior Data Scientist,"Foster City, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,24h,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
Qualtrics,"Jr. Data Scientist, Revenue Operations","Provo, UT",UT,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Information Technology,Computer Hardware Development,30d+,"The Qualtrics XM Platform™ is a system of action that helps businesses to attract customers who stay longer and buy more, to engage and empower employees to do the best work of their lives, to develop breakthrough products people love, and to build a brand people can’t imagine living without.

Joining Qualtrics means becoming part of a team bold enough to chase breakthrough experiences - like building a technology that will be a force for good. A team committed to diversity, equity, and inclusion because of a conviction that every voice holds value, with a vision for representation that matches the world around us and inclusion that far exceeds it. You could belong to a team whose values center on transparency, being all in, having customer obsession, acting as one team, and operating with scrappiness. All so you can do the best work of your career.

We believe every interaction is an opportunity. Are we yours?"
Genentech,Principal Real World Data Scientist,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,2d,"THE POSITION

Roche Data Scientists are essential leaders in driving and implementing a broad range of quantitative drug development strategies; they bring data to life and enable the organization to make the best possible data-driven decisions.

As a Data Scientist at Roche Pharma, you’ll actively shape the future of healthcare as a member of Data and Statistical Sciences (DSS) within Product Development (PD) and PD Data Sciences (PDD). You will be responsible for the strategic and analytical activities of the molecules and devices in our pipeline on a level matching your seniority.

DSS activities span multiple therapeutic areas, a wide range of data types, and collaborations with a variety of experts, all with the goal to develop innovative healthcare solutions for patients and society. Your responsibilities in support of our PDD products may include a wide variety of contributions: partnering with key stakeholders, working on the molecule portfolio, supporting specialized business areas, or contributing to key initiatives that shape our technical, business and healthcare environments. You may be a work product owner and leader, quantitative expert on a project team, or driver of key internal or external relationships."
MasterClass,"Staff / Sr. Data Scientist, Personalization / Machine Learning","San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,3.3,Information Technology,Internet & Web Services,30d+,"Who we are:
MasterClass is the streaming platform where the world's best come together so anyone, anywhere, can access and be inspired by their knowledge and stories. We put you in the room with the creators, thinkers, makers and leaders who have changed the world, so that you can change yours.
Members get unprecedented access to 150+ instructors and classes across a wide variety of fields, including Arts & Entertainment, Business, Design & Style, Sports & Gaming, Writing and more. Step into Nas' recording studio and Gordon Ramsay's kitchen, and go behind the big screen with James Cameron. Design your career with Elaine Welteroth, get ready to win with Lewis Hamilton, perfect your pitch with Shonda Rhimes and discover your inner negotiator with Chris Voss.
It's a pivotal time for MasterClass – we're scaling and growing, fast. With a HQ in San Francisco and future offices in Los Angeles and Waterloo, Ontario, we are looking to expand our team to support the business."
Faire,Data Scientist - Experimentation Platform,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.8,Retail & Wholesale,Wholesale,30d+,"About Faire
Faire is an online wholesale marketplace built on the belief that the future is local — there are over 2 million independent retailers in North America and Europe doing more than $2 trillion in revenue. At Faire, we're using the power of tech, data, and machine learning to connect this thriving community of entrepreneurs across the globe. Picture your favorite boutique in town — we help them discover the best products from around the world to sell in their stores. With the right tools and insights, we believe that we can level the playing field so that small businesses everywhere can compete with these big box and e-commerce giants.
By supporting the growth of independent businesses, Faire is driving positive economic impact in local communities, globally. We're looking for smart, resourceful and passionate people to join us as we power the shop local movement. If you believe in community, come join ours.
Job Description"
Pfizer,"Associate Scientist, Data Support","Groton, CT",CT,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,4d,"Why Patients Need You
Pfizer’s purpose is to deliver breakthroughs that change patients’ lives. Research and Development is at the heart of fulfilling Pfizer’s purpose as we work to translate advanced science and technologies into the therapies and vaccines that matter most. Whether you are in the discovery sciences, ensuring drug safety and efficacy or supporting clinical trials, you will apply cutting edge design and process development capabilities to accelerate and bring the best-in-class medicines to patients around the world.

What You Will Achieve
At Pfizer we deliver breakthroughs that change patients’ lives. In this job, you'll be joining a team which plays a vital role in this mission through the discovery of Pfizer’s small molecule and synthetically derived drugs. In your work, you will be joining a team comprised of experts in the major scientific disciplines involved in the discovery and preclinical development of small molecule drugs including molecular design, synthesis, computational chemistry, pharmacology, chemical biology, structural biology, biophysics, DMPK and analytical chemistry. You will be assisting with the delivery of high-quality drug candidates into the clinic, establishing new drug design approaches and principles, and developing synthetic innovations that drive medicinal chemistry strategies.

As an Associate scientist, you will be at the center of our operations and you’ll find that everything we do, every day, is in line with an unwavering commitment to quality. Your strong foundation in general scientific practice, its principles and concepts will help in meeting critical deadlines. You will be relied on as a technical contributor to assess the assigned tasks and make decisions that involve direct application of your knowledge.







Work Location Assignment: On Premise






Research and Development"
"Grammarly, Inc.",Data Scientist,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.8,Information Technology,Internet & Web Services,30d+,"Grammarly offers a remote-first hybrid working model. Team members can work primarily remotely. Teams will meet in person every quarter in one of Grammarly’s hubs, currently in San Francisco, Vancouver, New York, and Kyiv. To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three time zones of their direct team.
Grammarly team members who will be collaborating at our San Francisco hub must be based in the United States.
The opportunity
Grammarly empowers people to thrive and connect, whenever and wherever they communicate. Every day, 30 million people and 30,000 teams around the world use our AI-powered writing assistant. All of this begins with our team collaborating in a values-driven and learning-oriented environment."
General Atomics and Affiliated Companies,Data Scientist,"Boulder, CO",CO,80000-127000,80000.0,127000.0,0,0,0,0,3.6,Aerospace & Defense,Aerospace & Defense,24h,"General Atomics Electromagnetic Systems (GA-EMS) designs and manufactures first-of-a-kind electromagnetic and electric power generation systems. GA-EMS' expanding portfolio of specialized products and integrated system solutions support critical fleet, space systems and satellites, missile defense, power and energy, and process and monitoring applications for defense, industrial, and commercial customers worldwide.

GA-EMS in Boulder, Colorado has an opening for a Data Scientist with Radar imaging experience, to contribute to a classified, high-profile program, developing tools for government users. These tools will be used to provide real-time situational awareness and expose advanced analytics to end-users.

DUTIES AND RESPONSIBILITIES:
Work with users to develop concepts for improved SAR computer vision models.
Work directly with data sets of interest to explore different representations and model training techniques to enhance SAR computer vision capabilities.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.

Each job has a salary range which identifies the minimum, midpoint (market) and maximum base pay for the job. Pay rates are established based on the individual's knowledge, skill, experience and education/training needed to perform the job."
Rivian Automotive,Machine Learning Compiler,"Palo Alto, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.1,Manufacturing,Transportation Equipment Manufacturing,3d,"Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.
As a company, we constantly challenge what's possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations.
Responsibilities
Collaborate with product teams to distill the requirements
Work with popular neural networks frameworks
Understand overall SOC compute and hardware accelerators with all peripherals and memory requirements"
Pinterest,"Data Scientist, Shopping Monetization","San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.2,Information Technology,Internet & Web Services,4d,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Our new progressive work model is called PinFlex, a term that's uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more.
As a Data Scientist you will shape the future of people-facing and business-facing products we build at Pinterest. Your expertise in quantitative modeling, experimentation and algorithms will be utilized to solve some of the most complex engineering challenges at the company. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Design, Research, Product Analytics, Data Engineering and others. The results of your work will influence and up-level our product development teams while introducing greater scientific rigor into the real world products serving hundreds of millions of Pinners, creators, advertisers and merchants around the world.

Not Specified
0"
Funding Circle US,Credit Strategy Analyst - Data Scientist,"Denver, CO",CO,80000-127000,80000.0,127000.0,0,0,0,0,4.1,Financial Services,Banking & Lending,24h,"Who are we?
We want to help small businesses win. That’s why we’re here.
We connect small business owners to investors – to create jobs, support local communities and power economies – because we believe that people are made to do more. And we want to help realize their goals.
So, we created the leading small business loan platform. At the end of 2020, Investors had lent $15.2 billion in 143,000 loans to 100,000 small business owners globally. There’s never been a better time to join!
Be part of the team that changes everything. Let’s build the place where small businesses can get the funding they need to win and leave a legacy behind, forever.
This role sits within the “Tech, Data, and Risk” teams. The drivers behind our platform – brilliant people working together to create, code, and build the next game changers."
TikTok,"Data Scientist, Tiktok Experience","Mountain View, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,3.6,Information Technology,Internet & Web Services,3d,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The Experience team is responsible for optimizing app experience related to performance for TikTok users. This team collaborates with all teams in the video creation and consumption ecosystem to provide end-to-end optimization solutions, including client, shooting, uploading, video playback, video delivery and player, etc.

We are looking for seasoned data analysts who have strong data analysis skills to identify high-impact opportunities. You will have the opportunity to partner closely with a globalized engineering and product teams in a high-impact and fast-paced environment.

Responsibilities:

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com"
Culture Amp,Data Analyst/Statistician,"West, TX",TX,80000-127000,80000.0,127000.0,0,0,0,0,4.0,Information Technology,Internet & Web Services,4d,"How you can help
At Culture Amp we’re rapidly growing our data science capabilities. As a Data Analyst you’ll work in a research team alongside People Scientists and Data scientists to learn from our customer data how we can transform the world of work. You will work across the research process - crafting key questions for study, identifying the right types of analyses, completing those analyses, and developing the resulting narrative
We are ever growing and our domain merges together
Panel data analysis of many different kinds of surveys and survey frames spanning the full employee cycle from onboarding through to exit tracking concepts such as employee engagement, effectiveness and performance, equity and inclusivity, growth and development.
Employee demographic and account metadata to define segments and cohorts of interest across our entire customer base and within a single account."
Atlassian,"Data Scientist, Product Analytics","Mountain View, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,8d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian helps teams everywhere change the world, and our software is used by more than half of the Fortune 100 companies, connecting people with content and co-workers they need to get their jobs done, faster. Our products are revolutionizing the software industry and helping teams collaborate and craft the magic that delivers their best work. Think NASA launching the Rover on Mars or Cochlear gifting those born deaf with the ability to hear, your work directly impacts the products they use to advance humanity!

Do you have a passion for crafting products and insights with data and do you love finding the next big 'aha' which changes the way a business thinks about its customers? Would you like to drive real change with global impact at the HQ of the world's hottest SaaS company?"
Oscar Health,Data Scientist,"New York, NY",NY,80000-127000,80000.0,127000.0,0,0,0,0,3.6,Insurance,Insurance Agencies & Brokerages,1d,"Hi, we're Oscar. We're hiring Data Scientists to join our team.
Oscar is the first health insurance company built around a full stack technology platform and a relentless focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family.
Oscar is restructuring health care to make it easy, affordable, and seamless for consumers to access high value care. Oscar's data team is focused on pushing our understanding of this complex landscape. Insurance companies sit on a trove of data that is both broad and deep, spanning financial claims, clinical medical records, and rich product interaction data from our members. Connecting the dots across these datasets gives us unique insight into how the healthcare system functions and allows us to improve care coordination, better manage risk, build higher-performing provider networks, and create a standout consumer experience in our product. At Oscar, we are looking for bright and curious data minded individuals to join our team of 40+ researchers, data scientists, and analysts to leverage our efforts!"
Darden,Associate Data Scientist,"Orlando, FL",FL,80000-127000,80000.0,127000.0,0,0,0,0,3.9,Restaurants & Food Service,Restaurants & Cafes,3d,"JOB DESCRIPTION:
The Associate Data Scientist works with team to wrangle, model, interpret, and visualize large volumes of data. Serves as an internal consultant to business leaders by conducting regular and ad-hoc analyses to convert data into strategic assets. Performs data analysis through the use of various data-mining and statistical techniques in order to gain insights from data to support business priorities. Supports projects including forecasting, customer segmentation, marketing and promotional campaigns, operations enablers, and various market-growth initiatives.

ROLES AND RESPONSIBILITIES:
Wrangles large amounts of data from multiple sources"
Lark Health,Senior Data Scientist,Remote,Remote,80000-127000,80000.0,127000.0,0,0,0,0,4.4,Healthcare,Health Care Services & Hospitals,9d,"About Lark
Lark is the world's largest A.I. healthcare provider, servicing nearly 2 million patients living with or at risk of a chronic disease. Lark is a companion app on the user’s phone providing real-time coaching, guidance, and health insights to users. We are on a mission to disrupt the healthcare industry and make the world a healthier, happier place. Come join our team!
The Role
We are looking for a talented Senior Data Scientist to serve as a leader on our growing remote team. You'll work with the data, product and business teams using machine learning and advanced analytics to understand user behavior and give recommendations on the best action to take to improve outcomes for our users and the business.
What You’ll Do
Serve as a team leader, establishing scalable processes and technical best practices to enable team success as the organization grows"
Balyasny Asset Management,Junior Quant Researcher - NLP Team,"San Francisco, CA",CA,80000-127000,80000.0,127000.0,0,0,0,0,4.6,Financial Services,Investment & Asset Management,30d+,"The Job Details are as follows:
BAM is in a period of exciting growth and expansion within the NLP space. This exciting role within our group will provide you with the opportunity to deploy state of the art NLP technologies to make a lasting impact on the firm's data and investment processes. At BAM, you will have the chance to work with some of the smartest and most driven individuals in the industry.
This role will work in an equities-focused quantitative research team that researches and produces alternative data by Natural Language Processing (NLP) and Machine Learning used throughout the firm.
As a Junior Quantitative Researcher on our NLP Team at BAM, you will:
Conduct quantitative research and deliver insights related to:
New alternative data and/or improving existing data processing pipelines
NLP/Machine learning models
Automate and maintain production of research output"
